todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade, ressalvadas aquelas cujo sigilo seja imprescindível à segurança da sociedade e do Estado;$-1$lei federal nacional sobre
o direito de petição aos poderes públicos em defesa de direitos ou contra ilegalidade ou abuso de poder;$-1$lei federal nacional sobre
a obtenção de certidões em repartições públicas, para defesa de direitos e esclarecimento de situações de interesse pessoal;$-1$lei federal nacional sobre
são a todos assegurados, independentemente do pagamento de taxas:$-1$lei federal nacional sobre
a lei não excluirá da apreciação do Poder Judiciário lesão ou ameaça a direito;$7$lei nesta casos previstos
a lei não prejudicará o direito adquirido, o ato jurídico perfeito e a coisa julgada;$7$lei nesta casos previstos
não haverá juízo ou tribunal de exceção;$9$prisão ninguém julgado sentença
a plenitude de defesa;$-1$lei federal nacional sobre
o sigilo das votações;$-1$lei federal nacional sobre
a soberania dos veredictos;$-1$lei federal nacional sobre
a competência para o julgamento dos crimes dolosos contra a vida;$42$dano danos indenização culpa
é reconhecida a instituição do júri, com a organização que lhe der a lei, assegurados:$0$ organização ministério administrativa seguintes
não há crime sem lei anterior que o defina, nem pena sem prévia cominação legal;$-1$lei federal nacional sobre
a lei penal não retroagirá, salvo para beneficiar o réu;$7$lei nesta casos previstos
a lei punirá qualquer discriminação atentatória dos direitos e liberdades fundamentais;$7$lei nesta casos previstos
a prática do racismo constitui crime inafiançável e imprescritível, sujeito à pena de reclusão, nos termos da lei;$9$prisão ninguém julgado sentença
a lei considerará crimes inafiançáveis e insuscetíveis de graça ou anistia a prática da tortura, o tráfico ilícito de entorpecentes e drogas afins, o terrorismo e os definidos como crimes hediondos, por eles respondendo os mandantes, os executores e os que, podendo evitá-los, se omitirem;$9$prisão ninguém julgado sentença
constitui crime inafiançável e imprescritível a ação de grupos armados, civis ou militares, contra a ordem constitucional e o Estado democrático;$-1$lei federal nacional sobre
nenhuma pena passará da pessoa do condenado, podendo a obrigação de reparar o dano e a decretação do perdimento de bens ser, nos termos da lei, estendidas aos sucessores e contra eles executadas, até o limite do valor do patrimônio transferido;$9$prisão ninguém julgado sentença
privação ou restrição da liberdade;$-1$lei federal nacional sobre
perda de bens;$-1$lei federal nacional sobre
multa;$-1$lei federal nacional sobre
prestação social alternativa;$28$deficiência integração portadoras portador
suspensão ou interdição de direitos;$-1$lei federal nacional sobre
a lei regulará a individualização da pena e adotará, entre outras, as seguintes:$0$ organização ministério administrativa seguintes
de morte, salvo em caso de guerra declarada, nos termos do art. 84, XIX;$-1$lei federal nacional sobre
de caráter perpétuo;$20$ polícia ferroviária rodoviária anistia
de trabalhos forçados;$-1$lei federal nacional sobre
de banimento;$16$presidente república câmara senado
cruéis;$20$ polícia ferroviária rodoviária anistia
não haverá penas:$9$prisão ninguém julgado sentença
a pena será cumprida em estabelecimentos distintos, de acordo com a natureza do delito, a idade e o sexo do apenado;$9$prisão ninguém julgado sentença
é assegurado aos presos o respeito à integridade física e moral;$-1$lei federal nacional sobre
às presidiárias serão asseguradas condições para que possam permanecer com seus filhos durante o período de amamentação;$5$ensino educação fundamental escolar
nenhum brasileiro será extraditado, salvo o naturalizado, em caso de crime comum, praticado antes da naturalização, ou de comprovado envolvimento em tráfico ilícito de entorpecentes e drogas afins, na forma da lei;$-1$lei federal nacional sobre
não será concedida extradição de estrangeiro por crime político ou de opinião;$9$prisão ninguém julgado sentença
ninguém será processado nem sentenciado senão pela autoridade competente;$9$prisão ninguém julgado sentença
ninguém será privado da liberdade ou de seus bens sem o devido processo legal;$9$prisão ninguém julgado sentença
aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados o contraditório e a ampla defesa, com os meios e recursos a ela inerentes;$-1$lei federal nacional sobre
são inadmissíveis, no processo, as provas obtidas por meios ilícitos;$-1$lei federal nacional sobre
ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória;$9$prisão ninguém julgado sentença
o civilmente identificado não será submetido a identificação criminal, salvo nas hipóteses previstas em lei;$7$lei nesta casos previstos
será admitida ação privada nos crimes de ação pública, se esta não for intentada no prazo legal;$7$lei nesta casos previstos
a lei só poderá restringir a publicidade dos atos processuais quando a defesa da intimidade ou o interesse social o exigirem;$7$lei nesta casos previstos
ninguém será preso senão em flagrante delito ou por ordem escrita e fundamentada de autoridade judiciária competente, salvo nos casos de transgressão militar ou crime propriamente militar, definidos em lei;$9$prisão ninguém julgado sentença
a prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada;$9$prisão ninguém julgado sentença
o preso será informado de seus direitos, entre os quais o de permanecer calado, sendo-lhe assegurada a assistência da família e de advogado;$-1$lei federal nacional sobre
o preso tem direito à identificação dos responsáveis por sua prisão ou por seu interrogatório policial;$9$prisão ninguém julgado sentença
a prisão ilegal será imediatamente relaxada pela autoridade judiciária;$9$prisão ninguém julgado sentença
ninguém será levado à prisão ou nela mantido quando a lei admitir a liberdade provisória, com ou sem fiança;$9$prisão ninguém julgado sentença
não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e inescusável de obrigação alimentícia e a do depositário infiel;$9$prisão ninguém julgado sentença
conceder-se-á habeas corpus sempre que alguém sofrer ou se achar ameaçado de sofrer violência ou coação em sua liberdade de locomoção, por ilegalidade ou abuso de poder;$24$habeas corpus data segurança
conceder-se-á mandado de segurança para proteger direito líquido e certo, não amparado por habeas corpus ou habeas data, quando o responsável pela ilegalidade ou abuso de poder for autoridade pública ou agente de pessoa jurídica no exercício de atribuições do poder público;$24$habeas corpus data segurança
partido político com representação no Congresso Nacional;$-1$lei federal nacional sobre
organização sindical, entidade de classe ou associação legalmente constituída e em funcionamento há pelo menos um ano, em defesa dos interesses de seus membros ou associados;$19$empresa mista economia empresas
o mandado de segurança coletivo pode ser impetrado por:$24$habeas corpus data segurança
conceder-se-á mandado de injunção sempre que a falta de norma regulamentadora torne inviável o exercício dos direitos e liberdades constitucionais e das prerrogativas inerentes à nacionalidade, à soberania e à cidadania;$-1$lei federal nacional sobre
para assegurar o conhecimento de informações relativas à pessoa do impetrante, constantes de registros ou bancos de dados de entidades governamentais ou de caráter público;$-1$lei federal nacional sobre
para a retificação de dados, quando não se prefira fazê-lo por processo sigiloso, judicial ou administrativo;$-1$lei federal nacional sobre
conceder-se-á habeas data:$24$habeas corpus data segurança
qualquer cidadão é parte legítima para propor ação popular que vise a anular ato lesivo ao patrimônio público ou de entidade de que o Estado participe, à moralidade administrativa, ao meio ambiente e ao patrimônio histórico e cultural, ficando o autor, salvo comprovada má-fé, isento de custas judiciais e do ônus da sucumbência;$-1$lei federal nacional sobre
o Estado prestará assistência jurídica integral e gratuita aos que comprovarem insuficiência de recursos;$-1$lei federal nacional sobre
o Estado indenizará o condenado por erro judiciário, assim como o que ficar preso além do tempo fixado na sentença;$9$prisão ninguém julgado sentença
o registro civil de nascimento;$-1$lei federal nacional sobre
a certidão de óbito;$-1$lei federal nacional sobre
são gratuitos para os reconhecidamente pobres, na forma da lei:$7$lei nesta casos previstos
são gratuitas as ações de habeas corpus e habeas data, e, na forma da lei, os atos necessários ao exercício da cidadania.$24$habeas corpus data segurança
a todos, no âmbito judicial e administrativo, são assegurados a razoável duração do processo e os meios que garantam a celeridade de sua tramitação.$-1$lei federal nacional sobre
é assegurado, nos termos da lei, o direito à proteção dos dados pessoais, inclusive nos meios digitais.$-1$lei federal nacional sobre
Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:$7$lei nesta casos previstos
As normas definidoras dos direitos e garantias fundamentais têm aplicação imediata.$0$ organização ministério administrativa seguintes
Os direitos e garantias expressos nesta Constituição não excluem outros decorrentes do regime e dos princípios por ela adotados, ou dos tratados internacionais em que a República Federativa do Brasil seja parte.$-1$lei federal nacional sobre
Os tratados e convenções internacionais sobre direitos humanos que forem aprovados, em cada Casa do Congresso Nacional, em dois turnos, por três quintos dos votos dos respectivos membros, serão equivalentes às emendas constitucionais.$4$maioria absoluta república membros
O Brasil se submete à jurisdição de Tribunal Penal Internacional a cuja criação tenha manifestado adesão.$-1$lei federal nacional sobre
São direitos sociais a educação, a saúde, o trabalho, o lazer, a segurança, a previdência social, a proteção à maternidade e à infância, a assistência aos desamparados, na forma desta Constituição .$5$ensino educação fundamental escolar
Todo brasileiro em situação de vulnerabilidade social terá direito a uma renda básica familiar, garantida pelo poder público em programa permanente de transferência de renda, cujas normas e requisitos de acesso serão determinados em lei, observada a legislação fiscal e orçamentária.$-1$lei federal nacional sobre
relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei complementar, que preverá indenização compensatória, dentre outros direitos;$-1$lei federal nacional sobre
seguro-desemprego, em caso de desemprego involuntário;$-1$lei federal nacional sobre
fundo de garantia do tempo de serviço;$30$ crédito câmbio emissão operações
salário mínimo, fixado em lei, nacionalmente unificado, capaz de atender às suas necessidades vitais básicas e às de sua família com moradia, alimentação, educação, saúde, lazer, vestuário, higiene, transporte e previdência social, com reajustes periódicos que lhe preservem o poder aquisitivo, sendo vedada sua vinculação para qualquer fim;$-1$lei federal nacional sobre
piso salarial proporcional à extensão e à complexidade do trabalho;$-1$lei federal nacional sobre
irredutibilidade do salário, salvo o disposto em convenção ou acordo coletivo;$-1$lei federal nacional sobre
garantia de salário, nunca inferior ao mínimo, para os que percebem remuneração variável;$27$contribuição benefício valor remuneração
décimo terceiro salário com base na remuneração integral ou no valor da aposentadoria;$27$contribuição benefício valor remuneração
remuneração do trabalho noturno superior à do diurno;$-1$lei federal nacional sobre
proteção do salário na forma da lei, constituindo crime sua retenção dolosa;$7$lei nesta casos previstos
participação nos lucros, ou resultados, desvinculada da remuneração, e, excepcionalmente, participação na gestão da empresa, conforme definido em lei;$19$empresa mista economia empresas
salário-família para os seus dependentes;$-1$lei federal nacional sobre
duração do trabalho normal não superior a oito horas diárias e quarenta e quatro semanais, facultada a compensação de horários e a redução da jornada, mediante acordo ou convenção coletiva de trabalho;$10$ anos cinco trinta idade
jornada de seis horas para o trabalho realizado em turnos ininterruptos de revezamento, salvo negociação coletiva;$-1$lei federal nacional sobre
repouso semanal remunerado, preferencialmente aos domingos;$-1$lei federal nacional sobre
remuneração do serviço extraordinário superior, no mínimo, em cinqüenta por cento à do normal;$-1$lei federal nacional sobre
gozo de férias anuais remuneradas com, pelo menos, um terço a mais do que o salário normal;$-1$lei federal nacional sobre
licença à gestante, sem prejuízo do emprego e do salário, com a duração de cento e vinte dias;$10$ anos cinco trinta idade
licença-paternidade, nos termos fixados em lei;$7$lei nesta casos previstos
proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei;$7$lei nesta casos previstos
aviso prévio proporcional ao tempo de serviço, sendo no mínimo de trinta dias, nos termos da lei;$10$ anos cinco trinta idade
redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança;$-1$lei federal nacional sobre
adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da lei;$-1$lei federal nacional sobre
aposentadoria;$20$ polícia ferroviária rodoviária anistia
assistência gratuita aos filhos e dependentes desde o nascimento até seis anos de idade em creches e pré-escolas;$5$ensino educação fundamental escolar
reconhecimento das convenções e acordos coletivos de trabalho;$-1$lei federal nacional sobre
proteção em face da automação, na forma da lei;$7$lei nesta casos previstos
seguro contra acidentes de trabalho, a cargo do empregador, sem excluir a indenização a que este está obrigado, quando incorrer em dolo ou culpa;$27$contribuição benefício valor remuneração
cinco anos para o trabalhador urbano, até o limite de dois anos após a extinção do contrato;$-1$lei federal nacional sobre
até dois anos após a extinção do contrato, para o trabalhador rural;$-1$lei federal nacional sobre
ação, quanto a créditos resultantes das relações de trabalho, com prazo prescricional de:$-1$lei federal nacional sobre
proibição de diferença de salários, de exercício de funções e de critério de admissão por motivo de sexo, idade, cor ou estado civil;$-1$lei federal nacional sobre
proibição de qualquer discriminação no tocante a salário e critérios de admissão do trabalhador portador de deficiência;$28$deficiência integração portadoras portador
proibição de distinção entre trabalho manual, técnico e intelectual ou entre os profissionais respectivos;$-1$lei federal nacional sobre
proibição de trabalho noturno, perigoso ou insalubre aos menores de dezoito e de qualquer trabalho a menores de quatorze anos, salvo na condição de aprendiz;$10$ anos cinco trinta idade
igualdade de direitos entre o trabalhador com vínculo empregatício permanente e o trabalhador avulso.$-1$lei federal nacional sobre
São direitos dos trabalhadores urbanos e rurais, além de outros que visem à melhoria de sua condição social:$-1$lei federal nacional sobre
São assegurados à categoria dos trabalhadores domésticos os direitos previstos nos incisos IV, VI, VIII, XV, XVII, XVIII, XIX, XXI e XXIV, bem como a sua integração à previdência social.$1$deste aplica disposto desta
a lei não poderá exigir autorização do Estado para a fundação de sindicato, ressalvado o registro no órgão competente, vedadas ao poder público a interferência e a intervenção na organização sindical;$-1$lei federal nacional sobre
é vedada a criação de mais de uma organização sindical, em qualquer grau, representativa de categoria profissional ou econômica, na mesma base territorial, que será definida pelos trabalhadores ou empregadores interessados, não podendo ser inferior à área de um Município;$19$empresa mista economia empresas
ao sindicato cabe a defesa dos direitos e interesses coletivos ou individuais da categoria, inclusive em questões judiciais ou administrativas;$21$reclamações contra receber auxiliares
a assembléia geral fixará a contribuição que, em se tratando de categoria profissional, será descontada em folha, para custeio do sistema confederativo da representação sindical respectiva, independentemente da contribuição prevista em lei;$-1$lei federal nacional sobre
ninguém será obrigado a filiar-se ou a manter-se filiado a sindicato;$-1$lei federal nacional sobre
é obrigatória a participação dos sindicatos nas negociações coletivas de trabalho;$-1$lei federal nacional sobre
o aposentado filiado tem direito a votar e ser votado nas organizações sindicais;$19$empresa mista economia empresas
é vedada a dispensa do empregado sindicalizado a partir do registro da candidatura a cargo de direção ou representação sindical e, se eleito, ainda que suplente, até um ano após o final do mandato, salvo se cometer falta grave nos termos da lei.$3$cargo cargos emprego função
É livre a associação profissional ou sindical, observado o seguinte:$0$ organização ministério administrativa seguintes
As disposições deste artigo aplicam-se à organização de sindicatos rurais e de colônias de pescadores, atendidas as condições que a lei estabelecer.$0$ organização ministério administrativa seguintes
É assegurado o direito de greve, competindo aos trabalhadores decidir sobre a oportunidade de exercê-lo e sobre os interesses que devam por meio dele defender.$-1$lei federal nacional sobre
A lei definirá os serviços ou atividades essenciais e disporá sobre o atendimento das necessidades inadiáveis da comunidade.$-1$lei federal nacional sobre
Os abusos cometidos sujeitam os responsáveis às penas da lei.$7$lei nesta casos previstos
É assegurada a participação dos trabalhadores e empregadores nos colegiados dos órgãos públicos em que seus interesses profissionais ou previdenciários sejam objeto de discussão e deliberação.$-1$lei federal nacional sobre
Nas empresas de mais de duzentos empregados, é assegurada a eleição de um representante destes com a finalidade exclusiva de promover-lhes o entendimento direto com os empregadores.$19$empresa mista economia empresas
os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país;$-1$lei federal nacional sobre
os nascidos no estrangeiro, de pai brasileiro ou de mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil;$-1$lei federal nacional sobre
os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que sejam registrados em repartição brasileira competente, ou venham a residir na República Federativa do Brasil antes da maioridade e, alcançada esta, optem em qualquer tempo pela nacionalidade brasileira;$-1$lei federal nacional sobre
natos:$-1$lei federal nacional sobre
os que, na forma da lei, adquiram a nacionalidade brasileira, exigidas aos originários de países de língua portuguesa apenas residência por um ano ininterrupto e idoneidade moral;$-1$lei federal nacional sobre
os estrangeiros de qualquer nacionalidade residentes na República Federativa do Brasil há mais de trinta anos ininterruptos e sem condenação penal, desde que requeiram a nacionalidade brasileira.$10$ anos cinco trinta idade
naturalizados:$-1$lei federal nacional sobre
São brasileiros:$-1$lei federal nacional sobre
Aos portugueses com residência permanente no País, se houver reciprocidade em favor dos brasileiros, serão atribuídos os direitos inerentes ao brasileiro nato, salvo os casos previstos nesta Constituição .$-1$lei federal nacional sobre
A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos nesta Constituição .$7$lei nesta casos previstos
de Presidente e Vice-Presidente da República;$16$presidente república câmara senado
de Presidente da Câmara dos Deputados;$16$presidente república câmara senado
de Presidente do Senado Federal;$16$presidente república câmara senado
de Ministro do Supremo Tribunal Federal;$-1$lei federal nacional sobre
da carreira diplomática;$-1$lei federal nacional sobre
de oficial das Forças Armadas.$34$militares bombeiros polícias corpos
de Ministro de Estado da Defesa.$34$militares bombeiros polícias corpos
São privativos de brasileiro nato os cargos:$3$cargo cargos emprego função
tiver cancelada sua naturalização, por sentença judicial, em virtude de atividade nociva ao interesse nacional;$-1$lei federal nacional sobre
de reconhecimento de nacionalidade originária pela lei estrangeira;$-1$lei federal nacional sobre
de imposição de naturalização, pela norma estrangeira, ao brasileiro residente em Estado estrangeiro, como condição para permanência em seu território ou para o exercício de direitos civis.$-1$lei federal nacional sobre
adquirir outra nacionalidade por naturalização voluntária.$-1$lei federal nacional sobre
Será declarada a perda da nacionalidade do brasileiro que:$-1$lei federal nacional sobre
A língua portuguesa é o idioma oficial da República Federativa do Brasil.$-1$lei federal nacional sobre
São símbolos da República Federativa do Brasil a bandeira, o hino, as armas e o selo nacionais.$-1$lei federal nacional sobre
Os Estados, o Distrito Federal e os Municípios poderão ter símbolos próprios.$2$distrito estados municípios federal
plebiscito;$20$ polícia ferroviária rodoviária anistia
referendo;$20$ polícia ferroviária rodoviária anistia
iniciativa popular.$-1$lei federal nacional sobre
A soberania popular será exercida pelo sufrágio universal e pelo voto direto e secreto, com valor igual para todos, e, nos termos da lei, mediante:$-1$lei federal nacional sobre
obrigatórios para os maiores de dezoito anos;$10$ anos cinco trinta idade
os analfabetos;$-1$lei federal nacional sobre
os maiores de setenta anos;$10$ anos cinco trinta idade
os maiores de dezesseis e menores de dezoito anos.$10$ anos cinco trinta idade
facultativos para:$-1$lei federal nacional sobre
O alistamento eleitoral e o voto são:$-1$lei federal nacional sobre
Não podem alistar-se como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos.$-1$lei federal nacional sobre
a nacionalidade brasileira;$20$ polícia ferroviária rodoviária anistia
o pleno exercício dos direitos políticos;$31$políticos direitos rádio televisão
o alistamento eleitoral;$-1$lei federal nacional sobre
o domicílio eleitoral na circunscrição;$-1$lei federal nacional sobre
a filiação partidária;$-1$lei federal nacional sobre
trinta e cinco anos para Presidente e Vice-Presidente da República e Senador;$10$ anos cinco trinta idade
trinta anos para Governador e Vice-Governador de Estado e do Distrito Federal;$10$ anos cinco trinta idade
vinte e um anos para Deputado Federal, Deputado Estadual ou Distrital, Prefeito, Vice-Prefeito e juiz de paz;$-1$lei federal nacional sobre
dezoito anos para Vereador.$10$ anos cinco trinta idade
a idade mínima de:$10$ anos cinco trinta idade
São condições de elegibilidade, na forma da lei:$-1$lei federal nacional sobre
São inelegíveis os inalistáveis e os analfabetos.$-1$lei federal nacional sobre
São inelegíveis para os mesmos cargos, no período subseqüente, o Presidente da República, os Governadores de Estado e do Distrito Federal, os Prefeitos e quem os houver sucedido ou substituído nos seis meses anteriores ao pleito.$-1$lei federal nacional sobre
Para concorrerem a outros cargos, o Presidente da República, os Governadores de Estado e do Distrito Federal e os Prefeitos devem renunciar aos respectivos mandatos até seis meses antes do pleito.$-1$lei federal nacional sobre
São inelegíveis, no território de jurisdição do titular, o cônjuge e os parentes consangüíneos ou afins, até o segundo grau ou por adoção, do Presidente da República, de Governador de Estado ou Território, do Distrito Federal, de Prefeito ou de quem os haja substituído dentro dos seis meses anteriores ao pleito, salvo se já titular de mandato eletivo e candidato à reeleição.$-1$lei federal nacional sobre
se contar menos de dez anos de serviço, deverá afastar-se da atividade;$-1$lei federal nacional sobre
se contar mais de dez anos de serviço, será agregado pela autoridade superior e, se eleito, passará automaticamente, no ato da diplomação, para a inatividade.$-1$lei federal nacional sobre
O militar alistável é elegível, atendidas as seguintes condições:$0$ organização ministério administrativa seguintes
Lei complementar estabelecerá outros casos de inelegibilidade e os prazos de sua cessação, a fim de proteger a normalidade e legitimidade das eleições contra a influência do poder econômico ou o abuso do exercício de função, cargo ou emprego na administração direta ou indireta.$-1$lei federal nacional sobre
O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de quinze dias contados da diplomação, instruída a ação com provas de abuso do poder econômico, corrupção ou fraude.$9$prisão ninguém julgado sentença
A ação de impugnação de mandato tramitará em segredo de justiça, respondendo o autor, na forma da lei, se temerária ou de manifesta má-fé.$9$prisão ninguém julgado sentença
Serão realizadas concomitantemente às eleições municipais as consultas populares sobre questões locais aprovadas pelas Câmaras Municipais e encaminhadas à Justiça Eleitoral até 90 (noventa) dias antes da data das eleições, observados os limites operacionais relativos ao número de quesitos.$21$reclamações contra receber auxiliares
As manifestações favoráveis e contrárias às questões submetidas às consultas populares nos termos do § 12 ocorrerão durante as campanhas eleitorais, sem a utilização de propaganda gratuita no rádio e na televisão.$-1$lei federal nacional sobre
cancelamento da naturalização por sentença transitada em julgado;$-1$lei federal nacional sobre
incapacidade civil absoluta;$20$ polícia ferroviária rodoviária anistia
